8.80,0.35,0.49,1.00,0.04,14.00,56.00,0.99,2.96,0.33,10.50,4.00
8.50,0.17,0.49,8.80,0.05,23.00,108.00,0.99,2.88,0.34,10.50,4.00
7.10,0.64,0.49,1.80,0.05,17.00,128.00,0.99,3.31,0.58,10.60,4.00
7.60,0.31,0.49,13.40,0.06,50.00,191.00,1.00,3.22,0.53,9.00,4.00
6.90,0.26,0.49,1.60,0.06,39.00,166.00,1.00,3.65,0.52,9.40,4.00
8.20,0.29,0.49,1.00,0.04,29.00,118.00,0.99,3.24,0.36,10.90,4.00
8.10,0.28,0.46,15.40,0.06,32.00,177.00,1.00,3.27,0.58,9.00,4.00
9.00,0.43,0.30,1.50,0.05,7.00,175.00,1.00,3.11,0.45,9.70,4.00
6.50,0.27,0.19,4.20,0.05,6.00,114.00,1.00,3.25,0.35,8.60,4.00
7.00,0.61,0.26,1.70,0.05,25.00,161.00,0.99,3.36,0.60,10.60,4.00
9.30,0.20,0.33,1.70,0.05,28.00,178.00,1.00,3.16,0.43,9.00,4.00
8.40,0.29,0.29,1.05,0.03,4.00,55.00,0.99,2.91,0.32,11.40,4.00
6.10,0.32,0.37,1.80,0.05,13.00,200.00,0.99,3.49,0.44,10.50,4.00
7.20,0.50,0.00,0.80,0.03,46.00,114.00,0.99,3.19,0.34,9.20,4.00
10.00,0.91,0.42,1.60,0.06,34.00,181.00,1.00,3.11,0.46,10.00,4.00
7.60,0.26,0.36,1.60,0.03,6.00,106.00,0.99,3.15,0.40,10.40,4.00
9.90,1.01,0.46,1.40,0.05,34.00,185.00,1.00,3.02,0.49,10.20,4.00
6.40,0.43,0.27,1.10,0.05,5.00,110.00,0.99,3.24,0.52,9.10,4.00
7.40,0.45,0.32,7.10,0.04,17.00,117.00,1.00,3.32,0.41,10.40,4.00
6.80,0.20,0.27,1.20,0.03,19.00,68.00,0.99,3.14,0.37,11.70,4.00
8.00,0.16,0.36,1.50,0.03,14.00,122.00,0.99,3.20,0.39,10.30,4.00
9.80,0.93,0.45,8.60,0.05,34.00,187.00,1.00,3.12,0.59,10.20,4.00
8.10,0.27,0.41,1.45,0.03,11.00,63.00,0.99,2.99,0.56,12.00,5.00
8.60,0.23,0.40,4.20,0.04,17.00,109.00,0.99,3.14,0.53,9.70,5.00
7.90,0.18,0.37,1.20,0.04,16.00,75.00,0.99,3.18,0.63,10.80,5.00
8.30,0.42,0.62,19.25,0.04,41.00,172.00,1.00,2.98,0.67,9.70,5.00
6.50,0.31,0.14,7.50,0.04,34.00,133.00,1.00,3.22,0.50,9.50,5.00
7.60,0.67,0.14,1.50,0.07,25.00,168.00,0.99,3.05,0.51,9.30,5.00
5.80,0.27,0.20,14.95,0.04,22.00,179.00,1.00,3.37,0.37,10.20,5.00
7.30,0.28,0.43,1.70,0.08,21.00,123.00,0.99,3.19,0.42,12.80,5.00
6.50,0.39,0.23,5.40,0.05,25.00,149.00,0.99,3.24,0.35,10.00,5.00
7.30,0.24,0.39,17.95,0.06,45.00,149.00,1.00,3.21,0.36,8.60,5.00
7.30,0.24,0.39,17.95,0.06,45.00,149.00,1.00,3.21,0.36,8.60,5.00
6.20,0.46,0.25,4.40,0.07,62.00,207.00,0.99,3.25,0.52,9.80,5.00
6.90,0.19,0.35,5.00,0.07,32.00,150.00,1.00,3.36,0.48,9.80,5.00
7.00,0.47,0.07,1.10,0.04,17.00,151.00,0.99,3.02,0.34,10.50,5.00
6.20,0.35,0.03,1.20,0.06,29.00,120.00,0.99,3.22,0.54,9.10,5.00
6.70,0.25,0.13,1.20,0.04,81.00,174.00,0.99,3.14,0.42,9.80,5.00
7.40,0.24,0.29,10.10,0.05,21.00,105.00,1.00,3.13,0.35,9.50,5.00
6.80,0.30,0.23,4.60,0.06,50.50,238.50,1.00,3.32,0.60,9.50,5.00
6.00,0.27,0.28,4.80,0.06,31.00,201.00,1.00,3.69,0.71,10.00,5.00
7.40,0.24,0.29,10.10,0.05,21.00,105.00,1.00,3.13,0.35,9.50,5.00
7.40,0.18,0.30,8.80,0.06,26.00,103.00,1.00,2.94,0.56,9.30,5.00
6.70,0.54,0.28,5.40,0.06,21.00,105.00,0.99,3.27,0.37,9.00,5.00
7.10,0.34,0.20,6.10,0.06,47.00,164.00,0.99,3.17,0.42,10.00,5.00
7.10,0.43,0.61,11.80,0.05,54.00,155.00,1.00,3.11,0.45,8.70,5.00
7.10,0.43,0.61,11.80,0.05,54.00,155.00,1.00,3.11,0.45,8.70,5.00
6.10,0.27,0.43,7.50,0.05,65.00,243.00,1.00,3.12,0.47,9.00,5.00
7.40,0.25,0.37,13.50,0.06,52.00,192.00,1.00,3.00,0.44,9.10,5.00
7.10,0.12,0.32,9.60,0.05,64.00,162.00,1.00,3.40,0.41,9.40,5.00
6.00,0.21,0.24,12.10,0.05,55.00,164.00,1.00,3.34,0.39,9.40,5.00
7.50,0.31,0.40,18.90,0.06,44.00,170.00,1.00,2.99,0.46,9.00,5.00
7.40,0.25,0.37,13.50,0.06,52.00,192.00,1.00,3.00,0.44,9.10,5.00
7.10,0.12,0.32,9.60,0.05,64.00,162.00,1.00,3.40,0.41,9.40,5.00
6.90,0.33,0.28,1.30,0.05,37.00,187.00,0.99,3.27,0.60,10.30,5.00
7.20,0.27,0.46,18.75,0.05,45.00,255.00,1.00,3.04,0.52,8.90,5.00
7.20,0.31,0.50,13.30,0.06,68.00,195.00,1.00,3.01,0.47,9.20,5.00
6.70,0.41,0.34,9.20,0.05,29.00,150.00,1.00,3.22,0.51,9.10,5.00
6.70,0.41,0.34,9.20,0.05,29.00,150.00,1.00,3.22,0.51,9.10,5.00
7.20,0.31,0.50,13.30,0.06,68.00,195.00,1.00,3.01,0.47,9.20,5.00
7.30,0.32,0.48,13.30,0.06,57.00,196.00,1.00,3.04,0.50,9.20,5.00
5.90,0.36,0.04,5.70,0.05,21.00,87.00,0.99,3.22,0.51,10.20,5.00
7.80,0.24,0.32,12.20,0.05,42.00,138.00,1.00,3.01,0.54,8.80,5.00
7.40,0.16,0.31,6.85,0.06,31.00,131.00,1.00,3.29,0.34,9.70,5.00
7.40,0.39,0.23,7.00,0.03,29.00,126.00,0.99,3.14,0.42,10.50,5.00
5.70,0.26,0.25,10.40,0.02,7.00,57.00,0.99,3.39,0.37,10.60,5.00
6.50,0.43,0.40,13.10,0.04,59.00,241.00,1.00,3.23,0.57,9.00,5.00
6.60,0.24,0.27,15.80,0.04,46.00,188.00,1.00,3.24,0.51,9.20,5.00
6.80,0.27,0.22,8.10,0.03,55.00,203.00,1.00,3.19,0.52,8.90,5.00
6.70,0.27,0.31,15.70,0.04,44.00,179.00,1.00,3.26,0.56,9.60,5.00
7.10,0.37,0.67,10.50,0.05,49.00,155.00,1.00,3.16,0.44,8.70,5.00
6.30,0.31,0.34,2.20,0.05,20.00,77.00,0.99,3.30,0.43,10.20,5.00
7.10,0.37,0.67,10.50,0.05,49.00,155.00,1.00,3.16,0.44,8.70,5.00
7.20,0.18,0.41,1.20,0.05,41.00,97.00,0.99,3.14,0.45,10.40,5.00
6.40,0.22,0.56,14.50,0.06,27.00,159.00,1.00,2.98,0.40,9.10,5.00
6.30,0.36,0.30,4.80,0.05,14.00,85.00,0.99,3.28,0.39,10.60,5.00
6.70,0.24,0.35,13.10,0.05,64.00,205.00,1.00,3.15,0.50,9.50,5.00
7.00,0.23,0.36,13.00,0.05,72.00,177.00,1.00,3.16,0.49,9.80,5.00
7.50,0.29,0.31,8.95,0.06,20.00,151.00,1.00,3.08,0.54,9.30,5.00
9.80,0.42,0.48,9.85,0.03,5.00,110.00,1.00,2.87,0.29,10.00,5.00
7.50,0.27,0.31,17.70,0.05,33.00,173.00,1.00,3.09,0.64,10.20,5.00
5.90,0.23,0.30,12.90,0.05,57.00,170.00,1.00,3.28,0.39,9.40,5.00
7.10,0.34,0.15,1.20,0.05,61.00,183.00,0.99,3.09,0.43,9.20,5.00
6.80,0.28,0.40,22.00,0.05,48.00,167.00,1.00,2.93,0.50,8.70,5.00
6.80,0.26,0.56,11.90,0.04,64.00,226.00,1.00,3.02,0.63,9.30,5.00
6.80,0.29,0.56,11.90,0.04,66.00,230.00,1.00,3.02,0.63,9.30,5.00
5.90,0.30,0.23,4.20,0.04,42.00,119.00,0.99,3.15,0.50,11.00,5.00
6.80,0.28,0.40,22.00,0.05,48.00,167.00,1.00,2.93,0.50,8.70,5.00
6.60,0.15,0.34,5.10,0.06,34.00,125.00,0.99,3.36,0.42,9.60,5.00
6.40,0.29,0.44,3.60,0.20,75.00,181.00,0.99,3.02,0.41,9.10,5.00
6.40,0.29,0.44,3.60,0.20,75.00,183.00,0.99,3.01,0.38,9.10,5.00
6.80,0.26,0.24,7.80,0.05,54.00,214.00,1.00,3.13,0.47,8.90,5.00
7.10,0.32,0.24,13.10,0.05,52.00,204.00,1.00,3.10,0.49,8.80,5.00
6.80,0.26,0.24,7.80,0.05,54.00,214.00,1.00,3.13,0.47,8.90,5.00
6.80,0.27,0.26,16.10,0.05,55.00,196.00,1.00,3.15,0.50,9.30,5.00
7.10,0.32,0.24,13.10,0.05,52.00,204.00,1.00,3.10,0.49,8.80,5.00
6.90,0.54,0.32,13.20,0.05,53.00,236.00,1.00,3.20,0.50,9.60,5.00
6.40,0.21,0.50,11.60,0.04,45.00,153.00,1.00,3.15,0.43,8.80,5.00
7.00,0.16,0.32,8.30,0.05,38.00,126.00,1.00,3.21,0.34,9.20,5.00
6.80,0.57,0.29,2.20,0.04,15.00,77.00,0.99,3.32,0.74,10.20,5.00
5.60,0.25,0.25,9.70,0.03,12.00,68.00,0.99,3.31,0.34,10.50,5.00
7.00,0.16,0.32,8.30,0.05,38.00,126.00,1.00,3.21,0.34,9.20,5.00
5.80,0.26,0.24,9.20,0.04,55.00,152.00,1.00,3.31,0.38,9.40,5.00
7.50,0.27,0.36,7.00,0.04,45.00,164.00,0.99,3.03,0.33,11.00,5.00
5.80,0.26,0.24,9.20,0.04,55.00,152.00,1.00,3.31,0.38,9.40,5.00
5.70,0.28,0.24,17.50,0.04,60.00,167.00,1.00,3.31,0.44,9.40,5.00
7.50,0.23,0.36,7.00,0.04,43.00,161.00,0.99,3.04,0.32,11.00,5.00
7.50,0.27,0.36,7.00,0.04,45.00,164.00,0.99,3.03,0.33,11.00,5.00
7.10,0.24,0.41,17.80,0.05,39.00,145.00,1.00,3.32,0.39,8.70,5.00
7.10,0.24,0.41,17.80,0.05,39.00,145.00,1.00,3.32,0.39,8.70,5.00
7.30,0.32,0.23,13.70,0.05,49.00,197.00,1.00,3.20,0.46,8.70,5.00
7.70,0.31,0.26,7.80,0.03,23.00,90.00,0.99,3.13,0.50,10.40,5.00
6.90,0.40,0.56,11.20,0.04,40.00,142.00,1.00,3.14,0.46,8.70,5.00
6.10,0.41,0.14,10.40,0.04,18.00,119.00,1.00,3.38,0.45,10.00,5.00
6.90,0.40,0.56,11.20,0.04,40.00,142.00,1.00,3.14,0.46,8.70,5.00
6.90,0.29,0.40,19.45,0.04,36.00,156.00,1.00,2.93,0.47,8.90,5.00
6.90,0.28,0.40,8.20,0.04,15.00,95.00,0.99,3.17,0.33,10.20,5.00
6.90,0.29,0.40,19.45,0.04,36.00,156.00,1.00,2.93,0.47,8.90,5.00
5.30,0.58,0.07,6.90,0.04,34.00,149.00,0.99,3.34,0.57,9.70,5.00
5.20,0.60,0.07,7.00,0.04,33.00,147.00,0.99,3.33,0.58,9.70,5.00
5.80,0.25,0.26,13.10,0.05,44.00,148.00,1.00,3.29,0.38,9.30,5.00
6.60,0.58,0.30,5.10,0.06,30.00,123.00,0.99,3.24,0.38,9.00,5.00
7.00,0.29,0.54,10.70,0.05,59.00,234.00,1.00,3.05,0.61,9.50,5.00
7.70,0.26,0.40,1.10,0.04,9.00,60.00,0.99,2.89,0.50,10.60,5.00
6.70,0.34,0.30,15.60,0.05,51.00,196.00,1.00,3.19,0.49,9.30,5.00
7.10,0.35,0.24,15.40,0.06,46.00,198.00,1.00,3.12,0.49,8.80,5.00
7.30,0.32,0.25,7.20,0.06,47.00,180.00,1.00,3.08,0.47,8.80,5.00
7.40,0.28,0.42,19.80,0.07,53.00,195.00,1.00,2.96,0.44,9.10,5.00
8.30,0.39,0.70,10.60,0.05,33.00,169.00,1.00,3.09,0.57,9.40,5.00
7.20,0.43,0.24,6.70,0.06,40.00,163.00,1.00,3.20,0.41,9.90,5.00
5.80,0.34,0.21,6.60,0.04,50.00,167.00,0.99,3.29,0.62,10.00,5.00
6.60,0.24,0.35,7.70,0.03,36.00,135.00,0.99,3.19,0.37,10.50,5.00
6.60,0.24,0.35,7.70,0.03,36.00,135.00,0.99,3.19,0.37,10.50,5.00
8.30,0.41,0.51,2.00,0.05,11.00,207.00,0.99,3.02,0.55,11.40,5.00
7.50,0.27,0.31,5.80,0.06,131.00,313.00,0.99,3.18,0.59,10.50,5.00
7.20,0.21,0.41,1.30,0.04,33.00,85.00,0.99,3.17,0.51,10.40,5.00
6.80,0.24,0.34,4.60,0.03,37.00,135.00,0.99,3.20,0.39,10.60,5.00
6.50,0.28,0.34,9.90,0.04,30.00,133.00,1.00,3.11,0.44,9.80,5.00
5.60,0.26,0.26,5.70,0.03,12.00,80.00,0.99,3.25,0.38,10.80,5.00
5.90,0.26,0.40,1.30,0.05,12.00,139.00,0.99,3.45,0.53,10.40,5.00
5.40,0.31,0.47,3.00,0.05,46.00,144.00,0.99,3.29,0.76,10.00,5.00
7.60,0.17,0.45,11.20,0.05,56.00,137.00,1.00,3.15,0.47,10.00,5.00
7.10,0.37,0.14,1.20,0.06,24.00,84.00,0.99,3.15,0.43,8.90,5.00
7.10,0.39,0.35,12.50,0.04,26.00,72.00,0.99,3.17,0.29,11.60,5.00
6.60,0.91,0.19,0.80,0.05,17.00,204.00,0.99,3.34,0.56,10.00,5.00
6.30,0.39,0.35,5.90,0.04,82.50,260.00,0.99,3.12,0.66,10.10,5.00
6.50,0.36,0.32,1.10,0.03,13.00,66.00,0.99,3.10,0.46,10.60,5.00
6.80,0.37,0.51,11.80,0.04,62.00,163.00,1.00,3.19,0.44,8.80,5.00
6.80,0.27,0.12,1.30,0.04,87.00,168.00,0.99,3.18,0.41,10.00,5.00
8.20,0.28,0.42,1.80,0.03,30.00,93.00,0.99,3.09,0.39,11.40,5.00
5.90,0.26,0.27,18.20,0.05,52.00,168.00,1.00,3.35,0.44,9.40,5.00
6.80,0.37,0.51,11.80,0.04,62.00,163.00,1.00,3.19,0.44,8.80,5.00
6.10,0.35,0.07,1.40,0.07,22.00,108.00,0.99,3.23,0.52,9.20,5.00
7.10,0.27,0.31,18.20,0.05,55.00,252.00,1.00,3.07,0.56,8.70,5.00
6.80,0.27,0.12,1.30,0.04,87.00,168.00,0.99,3.18,0.41,10.00,5.00
6.90,0.49,0.24,1.20,0.05,13.00,125.00,0.99,3.17,0.51,9.40,5.00
8.20,0.28,0.42,1.80,0.03,30.00,93.00,0.99,3.09,0.39,11.40,5.00
7.20,0.19,0.39,1.20,0.04,32.00,85.00,0.99,3.16,0.50,10.50,5.00
7.20,0.19,0.39,1.20,0.04,32.00,85.00,0.99,3.16,0.50,10.50,5.00
6.80,0.26,0.22,7.70,0.05,57.00,210.00,1.00,3.10,0.47,9.00,5.00
6.80,0.29,0.50,13.30,0.05,48.00,194.00,1.00,3.09,0.45,9.40,5.00
7.80,0.21,0.27,1.20,0.05,20.00,89.00,0.99,3.06,0.46,9.10,5.00
7.10,0.31,0.47,13.60,0.06,54.00,197.00,1.00,3.10,0.49,9.30,5.00
6.80,0.29,0.50,13.30,0.05,48.00,194.00,1.00,3.09,0.45,9.40,5.00
6.40,0.34,0.10,1.10,0.05,19.00,84.00,0.99,3.21,0.38,9.80,5.00
6.10,0.28,0.32,2.50,0.04,23.00,218.50,0.99,3.27,0.60,9.80,5.00
6.20,0.35,0.04,1.20,0.06,23.00,108.00,0.99,3.26,0.54,9.20,5.00
5.80,0.28,0.27,2.60,0.05,30.00,156.00,0.99,3.53,0.42,12.40,5.00
7.20,0.60,0.20,9.90,0.07,21.00,174.00,1.00,3.03,0.54,9.10,5.00
6.10,0.20,0.25,1.20,0.04,34.00,128.00,0.99,3.24,0.44,10.10,5.00
7.10,0.21,0.27,8.60,0.06,26.00,111.00,1.00,2.95,0.52,9.50,5.00
6.10,0.43,0.35,9.10,0.06,83.00,249.00,1.00,3.37,0.50,8.50,5.00
7.10,0.21,0.27,8.60,0.06,26.00,111.00,1.00,2.95,0.52,9.50,5.00
7.00,0.25,0.29,15.20,0.05,40.00,171.00,1.00,3.22,0.45,9.30,5.00
5.90,0.25,0.19,12.40,0.05,50.00,162.00,1.00,3.35,0.38,9.50,5.00
7.20,0.39,0.62,11.00,0.05,66.00,178.00,1.00,3.16,0.50,8.70,5.00
6.30,0.21,0.58,10.00,0.08,34.00,126.00,1.00,2.95,0.46,8.90,5.00
7.20,0.39,0.62,11.00,0.05,66.00,178.00,1.00,3.16,0.50,8.70,5.00
7.20,0.29,0.53,18.15,0.05,59.00,182.00,1.00,3.09,0.52,9.60,5.00
6.50,0.38,0.34,3.40,0.04,34.00,200.00,0.99,3.14,0.76,10.00,5.00
7.00,0.24,0.51,11.00,0.03,55.00,227.00,1.00,3.03,0.61,9.50,5.00
6.70,0.47,0.34,8.90,0.04,31.00,172.00,1.00,3.22,0.60,9.20,5.00
5.80,0.25,0.24,13.30,0.04,41.00,137.00,1.00,3.34,0.42,9.50,5.00
6.70,0.47,0.34,8.90,0.04,31.00,172.00,1.00,3.22,0.60,9.20,5.00
6.20,0.37,0.30,6.60,0.35,79.00,200.00,1.00,3.29,0.58,9.60,5.00
5.70,0.34,0.34,1.00,0.04,13.00,174.00,0.99,3.27,0.66,10.00,5.00
6.50,0.30,0.29,2.25,0.04,8.00,210.00,0.99,3.19,0.62,9.90,5.00
7.30,0.51,0.26,3.30,0.09,7.00,135.00,0.99,3.01,0.52,8.80,5.00
6.80,0.18,0.37,1.60,0.06,47.00,154.00,0.99,3.08,0.45,9.10,5.00
7.20,0.34,0.34,12.60,0.05,7.00,41.00,0.99,3.19,0.40,11.70,5.00
7.90,0.19,0.26,2.10,0.04,8.00,143.00,0.99,3.05,0.74,9.80,5.00
7.90,0.19,0.26,2.10,0.04,8.00,143.00,0.99,3.05,0.74,9.80,5.00
5.60,0.35,0.37,1.00,0.04,6.00,72.00,0.99,3.37,0.34,11.40,5.00
6.40,0.18,0.48,4.00,0.19,64.00,150.00,0.99,3.06,0.40,9.30,5.00
7.90,0.35,0.51,15.30,0.05,54.00,171.00,1.00,3.09,0.51,9.10,5.00
7.90,0.35,0.51,15.30,0.05,54.00,171.00,1.00,3.09,0.51,9.10,5.00
6.10,0.24,0.30,1.50,0.05,22.00,61.00,0.99,3.31,0.54,10.40,5.00
7.20,0.46,0.65,10.40,0.05,76.00,192.00,1.00,3.16,0.42,8.70,5.00
7.20,0.46,0.65,10.40,0.05,76.00,192.00,1.00,3.16,0.42,8.70,5.00
8.40,0.35,0.71,12.20,0.05,22.00,160.00,1.00,2.98,0.65,9.40,5.00
5.90,0.21,0.24,12.10,0.04,53.00,165.00,1.00,3.25,0.39,9.50,5.00
5.90,0.37,0.10,1.60,0.06,39.00,128.00,0.99,3.24,0.48,10.10,5.00
6.80,0.51,0.30,4.20,0.07,38.00,165.00,0.99,3.20,0.42,9.10,5.00
6.00,0.26,0.50,2.20,0.05,59.00,153.00,0.99,3.08,0.61,9.80,5.00
7.40,0.41,0.66,10.80,0.05,77.00,194.00,1.00,3.05,0.46,8.70,5.00
6.70,0.34,0.54,16.30,0.05,44.00,181.00,1.00,3.04,0.56,8.80,5.00
7.40,0.41,0.66,10.80,0.05,77.00,194.00,1.00,3.05,0.46,8.70,5.00
5.70,0.18,0.22,4.20,0.04,25.00,111.00,0.99,3.35,0.39,9.40,5.00
7.10,0.31,0.50,14.50,0.06,6.00,148.00,1.00,2.94,0.44,9.10,5.00
6.90,0.41,0.33,10.10,0.04,28.00,152.00,1.00,3.20,0.52,9.40,5.00
6.40,0.45,0.07,1.10,0.03,10.00,131.00,0.99,2.97,0.28,10.80,5.00
6.40,0.48,0.06,1.00,0.03,9.00,131.00,0.99,2.97,0.29,10.80,5.00
6.90,0.41,0.33,10.10,0.04,28.00,152.00,1.00,3.20,0.52,9.40,5.00
6.40,0.45,0.07,1.10,0.03,10.00,131.00,0.99,2.97,0.28,10.80,5.00
6.40,0.48,0.06,1.00,0.03,9.00,131.00,0.99,2.97,0.29,10.80,5.00
7.30,0.25,0.29,7.50,0.05,38.00,158.00,1.00,3.43,0.38,9.60,5.00
7.30,0.25,0.29,7.50,0.05,38.00,158.00,1.00,3.43,0.38,9.60,5.00
6.10,0.28,0.25,17.75,0.04,48.00,161.00,1.00,3.34,0.48,9.50,5.00
7.50,0.23,0.68,11.00,0.05,37.00,133.00,1.00,2.99,0.38,8.80,5.00
7.50,0.21,0.68,10.90,0.05,38.00,133.00,1.00,3.00,0.36,8.70,5.00
